Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:07:11.844000,HAR,28,0 days 00:01:30.289000,37.0,3.0,,,0 days 00:00:29.982000,0 days 00:00:24.114000,0 days 00:00:36.193000,0 days 01:06:11.568000,0 days 01:06:35.682000,0 days 01:07:11.875000,272.0,283.0,271.0,272.0,False,ULTRASOFT,13.0,True,Toro Rosso,0 days 01:05:41.555000,2018-03-25 06:11:52.736,1,15.0,False,,False,True
0 days 01:08:41.932000,HAR,28,0 days 00:01:30.088000,38.0,3.0,,,0 days 00:00:30.041000,0 days 00:00:24.014000,0 days 00:00:36.033000,0 days 01:07:41.916000,0 days 01:08:05.930000,0 days 01:08:41.963000,267.0,284.0,274.0,270.0,False,ULTRASOFT,14.0,True,Toro Rosso,0 days 01:07:11.844000,2018-03-25 06:13:23.025,1,15.0,False,,False,True
0 days 01:10:11.608000,HAR,28,0 days 00:01:29.676000,39.0,3.0,,,0 days 00:00:29.704000,0 days 00:00:24.072000,0 days 00:00:35.900000,0 days 01:09:11.667000,0 days 01:09:35.739000,0 days 01:10:11.639000,263.0,283.0,273.0,275.0,False,ULTRASOFT,15.0,True,Toro Rosso,0 days 01:08:41.932000,2018-03-25 06:14:53.113,1,15.0,False,,False,True
0 days 01:11:41.618000,HAR,28,0 days 00:01:30.010000,40.0,3.0,,,0 days 00:00:29.948000,0 days 00:00:23.943000,0 days 00:00:36.119000,0 days 01:10:41.587000,0 days 01:11:05.530000,0 days 01:11:41.649000,268.0,283.0,271.0,273.0,False,ULTRASOFT,16.0,True,Toro Rosso,0 days 01:10:11.608000,2018-03-25 06:16:22.789,1,15.0,False,,False,True
0 days 01:13:11.546000,HAR,28,0 days 00:01:29.928000,41.0,3.0,,,0 days 00:00:29.997000,0 days 00:00:23.916000,0 days 00:00:36.015000,0 days 01:12:11.646000,0 days 01:12:35.562000,0 days 01:13:11.577000,,284.0,271.0,270.0,False,ULTRASOFT,17.0,True,Toro Rosso,0 days 01:11:41.618000,2018-03-25 06:17:52.799,1,15.0,False,,False,True
0 days 01:14:41.413000,HAR,28,0 days 00:01:29.867000,42.0,3.0,,,0 days 00:00:29.912000,0 days 00:00:23.991000,0 days 00:00:35.964000,0 days 01:13:41.489000,0 days 01:14:05.480000,0 days 01:14:41.444000,266.0,286.0,274.0,273.0,False,ULTRASOFT,18.0,True,Toro Rosso,0 days 01:13:11.546000,2018-03-25 06:19:22.727,1,15.0,False,,False,True
0 days 01:16:11.169000,HAR,28,0 days 00:01:29.756000,43.0,3.0,,,0 days 00:00:29.868000,0 days 00:00:23.947000,0 days 00:00:35.941000,0 days 01:15:11.312000,0 days 01:15:35.259000,0 days 01:16:11.200000,269.0,286.0,273.0,272.0,False,ULTRASOFT,19.0,True,Toro Rosso,0 days 01:14:41.413000,2018-03-25 06:20:52.594,1,15.0,False,,False,True
0 days 01:17:40.569000,HAR,28,0 days 00:01:29.400000,44.0,3.0,,,0 days 00:00:29.864000,0 days 00:00:23.763000,0 days 00:00:35.773000,0 days 01:16:41.064000,0 days 01:17:04.827000,0 days 01:17:40.600000,267.0,285.0,274.0,,True,ULTRASOFT,20.0,True,Toro Rosso,0 days 01:16:11.169000,2018-03-25 06:22:22.350,1,15.0,False,,False,True
0 days 01:19:09.916000,HAR,28,0 days 00:01:29.347000,45.0,3.0,,,0 days 00:00:29.688000,0 days 00:00:23.901000,0 days 00:00:35.758000,0 days 01:18:10.288000,0 days 01:18:34.189000,0 days 01:19:09.947000,270.0,285.0,273.0,,True,ULTRASOFT,21.0,True,Toro Rosso,0 days 01:17:40.569000,2018-03-25 06:23:51.750,1,15.0,False,,False,True
0 days 01:20:39.269000,HAR,28,0 days 00:01:29.353000,46.0,3.0,,,0 days 00:00:29.797000,0 days 00:00:23.831000,0 days 00:00:35.725000,0 days 01:19:39.744000,0 days 01:20:03.575000,0 days 01:20:39.300000,269.0,286.0,273.0,271.0,False,ULTRASOFT,22.0,True,Toro Rosso,0 days 01:19:09.916000,2018-03-25 06:25:21.097,1,15.0,False,,False,True
0 days 01:22:08.629000,HAR,28,0 days 00:01:29.360000,47.0,3.0,,,0 days 00:00:29.750000,0 days 00:00:23.838000,0 days 00:00:35.772000,0 days 01:21:09.050000,0 days 01:21:32.888000,0 days 01:22:08.660000,268.0,285.0,274.0,272.0,False,ULTRASOFT,23.0,True,Toro Rosso,0 days 01:20:39.269000,2018-03-25 06:26:50.450,1,15.0,False,,False,True
0 days 01:23:42.299000,HAR,28,0 days 00:01:33.670000,48.0,3.0,,,0 days 00:00:29.635000,0 days 00:00:23.845000,0 days 00:00:40.190000,0 days 01:22:38.295000,0 days 01:23:02.140000,0 days 01:23:42.330000,270.0,281.0,274.0,274.0,False,ULTRASOFT,24.0,True,Toro Rosso,0 days 01:22:08.629000,2018-03-25 06:28:19.810,1,15.0,False,,False,True
0 days 01:25:12.313000,HAR,28,0 days 00:01:30.014000,49.0,3.0,,,0 days 00:00:29.655000,0 days 00:00:23.868000,0 days 00:00:36.491000,0 days 01:24:11.985000,0 days 01:24:35.853000,0 days 01:25:12.344000,273.0,287.0,164.0,277.0,False,ULTRASOFT,25.0,True,Toro Rosso,0 days 01:23:42.299000,2018-03-25 06:29:53.480,1,15.0,False,,False,True
0 days 01:26:44.518000,HAR,28,0 days 00:01:32.205000,50.0,3.0,,,0 days 00:00:32.181000,0 days 00:00:24.108000,0 days 00:00:35.916000,0 days 01:25:44.525000,0 days 01:26:08.633000,0 days 01:26:44.549000,269.0,288.0,278.0,216.0,False,ULTRASOFT,26.0,True,Toro Rosso,0 days 01:25:12.313000,2018-03-25 06:31:23.494,1,15.0,False,,False,True
0 days 01:28:13.711000,HAR,28,0 days 00:01:29.193000,51.0,3.0,,,0 days 00:00:29.742000,0 days 00:00:23.866000,0 days 00:00:35.585000,0 days 01:27:14.291000,0 days 01:27:38.157000,0 days 01:28:13.742000,272.0,286.0,277.0,275.0,True,ULTRASOFT,27.0,True,Toro Rosso,0 days 01:26:44.518000,2018-03-25 06:32:55.699,1,15.0,False,,False,True
0 days 01:29:42.392000,HAR,28,0 days 00:01:28.681000,52.0,3.0,,,0 days 00:00:29.611000,0 days 00:00:23.707000,0 days 00:00:35.363000,0 days 01:28:43.353000,0 days 01:29:07.060000,0 days 01:29:42.423000,270.0,287.0,277.0,277.0,True,ULTRASOFT,28.0,True,Toro Rosso,0 days 01:28:13.711000,2018-03-25 06:34:24.892,1,15.0,False,,False,True
0 days 01:31:10.690000,HAR,28,0 days 00:01:28.298000,53.0,3.0,,,0 days 00:00:29.403000,0 days 00:00:23.714000,0 days 00:00:35.181000,0 days 01:30:11.826000,0 days 01:30:35.540000,0 days 01:31:10.721000,268.0,288.0,276.0,278.0,True,ULTRASOFT,29.0,True,Toro Rosso,0 days 01:29:42.392000,2018-03-25 06:35:53.573,1,15.0,False,,False,True
0 days 01:32:38.945000,HAR,28,0 days 00:01:28.255000,54.0,3.0,,,0 days 00:00:29.364000,0 days 00:00:23.587000,0 days 00:00:35.304000,0 days 01:31:40.085000,0 days 01:32:03.672000,0 days 01:32:38.976000,270.0,289.0,276.0,277.0,True,ULTRASOFT,30.0,True,Toro Rosso,0 days 01:31:10.690000,2018-03-25 06:37:21.871,1,15.0,False,,False,True
0 days 01:34:07.271000,HAR,28,0 days 00:01:28.326000,55.0,3.0,,,0 days 00:00:29.370000,0 days 00:00:23.644000,0 days 00:00:35.312000,0 days 01:33:08.346000,0 days 01:33:31.990000,0 days 01:34:07.302000,269.0,290.0,276.0,278.0,False,ULTRASOFT,31.0,True,Toro Rosso,0 days 01:32:38.945000,2018-03-25 06:38:50.126,1,15.0,False,,False,True
0 days 01:35:35.764000,HAR,28,0 days 00:01:28.493000,56.0,3.0,,,0 days 00:00:29.432000,0 days 00:00:23.637000,0 days 00:00:35.424000,0 days 01:34:36.734000,0 days 01:35:00.371000,0 days 01:35:35.795000,272.0,288.0,276.0,281.0,False,ULTRASOFT,32.0,True,Toro Rosso,0 days 01:34:07.271000,2018-03-25 06:40:18.452,1,15.0,False,,False,True
0 days 01:37:03.940000,HAR,28,0 days 00:01:28.176000,57.0,3.0,,,0 days 00:00:29.270000,0 days 00:00:23.657000,0 days 00:00:35.249000,0 days 01:36:05.065000,0 days 01:36:28.722000,0 days 01:37:03.971000,271.0,288.0,274.0,277.0,True,ULTRASOFT,33.0,True,Toro Rosso,0 days 01:35:35.764000,2018-03-25 06:41:46.945,1,15.0,False,,False,True
0 days 00:08:47.781000,RIC,3,0 days 00:01:39.600000,1.0,,,,,0 days 00:00:24.880000,0 days 00:00:36.745000,,0 days 00:08:11.262000,0 days 00:08:48.035000,273.0,295.0,287.0,245.0,False,nan,,True,Red Bull Racing,0 days 00:07:07.988000,2018-03-25 05:13:19.169,,8.0,False,,False,False
0 days 00:10:19.045000,RIC,3,0 days 00:01:31.264000,2.0,1.0,,,0 days 00:00:30.571000,0 days 00:00:24.323000,0 days 00:00:36.370000,0 days 00:09:18.343000,0 days 00:09:42.666000,0 days 00:10:19.036000,270.0,292.0,288.0,274.0,True,SUPERSOFT,4.0,False,Red Bull Racing,0 days 00:08:47.781000,2018-03-25 05:14:58.962,,8.0,False,,False,False
0 days 00:11:50.207000,RIC,3,0 days 00:01:31.162000,3.0,1.0,,,0 days 00:00:30.582000,0 days 00:00:24.249000,0 days 00:00:36.331000,0 days 00:10:49.618000,0 days 00:11:13.867000,0 days 00:11:50.198000,268.0,293.0,298.0,269.0,True,SUPERSOFT,5.0,False,Red Bull Racing,0 days 00:10:19.045000,2018-03-25 05:16:30.226,,8.0,False,,False,False
0 days 00:13:21.003000,RIC,3,0 days 00:01:30.796000,4.0,1.0,,,0 days 00:00:30.367000,0 days 00:00:24.318000,0 days 00:00:36.111000,0 days 00:12:20.565000,0 days 00:12:44.883000,0 days 00:13:20.994000,266.0,288.0,297.0,282.0,True,SUPERSOFT,6.0,False,Red Bull Racing,0 days 00:11:50.207000,2018-03-25 05:18:01.388,,8.0,False,,False,False
0 days 00:14:52.693000,RIC,3,0 days 00:01:31.690000,5.0,1.0,,,0 days 00:00:30.423000,0 days 00:00:24.115000,0 days 00:00:37.152000,0 days 00:13:51.417000,0 days 00:14:15.532000,0 days 00:14:52.684000,268.0,289.0,281.0,278.0,False,SUPERSOFT,7.0,False,Red Bull Racing,0 days 00:13:21.003000,2018-03-25 05:19:32.184,2,7.0,False,,False,True
0 days 00:16:23.411000,RIC,3,0 days 00:01:30.718000,6.0,1.0,,,0 days 00:00:30.286000,0 days 00:00:24.052000,0 days 00:00:36.380000,0 days 00:15:22.970000,0 days 00:15:47.022000,0 days 00:16:23.402000,267.0,286.0,284.0,269.0,True,SUPERSOFT,8.0,False,Red Bull Racing,0 days 00:14:52.693000,2018-03-25 05:21:03.874,21,7.0,False,,False,True
0 days 00:17:53.970000,RIC,3,0 days 00:01:30.559000,7.0,1.0,,,0 days 00:00:30.111000,0 days 00:00:24.036000,0 days 00:00:36.412000,0 days 00:16:53.513000,0 days 00:17:17.549000,0 days 00:17:53.961000,264.0,283.0,285.0,278.0,True,SUPERSOFT,9.0,False,Red Bull Racing,0 days 00:16:23.411000,2018-03-25 05:22:34.592,21,7.0,False,,False,True
0 days 00:19:23.891000,RIC,3,0 days 00:01:29.921000,8.0,1.0,,,0 days 00:00:30.091000,0 days 00:00:23.978000,0 days 00:00:35.852000,0 days 00:18:24.052000,0 days 00:18:48.030000,0 days 00:19:23.882000,265.0,286.0,287.0,277.0,True,SUPERSOFT,10.0,False,Red Bull Racing,0 days 00:17:53.970000,2018-03-25 05:24:05.151,1,7.0,False,,False,True
0 days 00:20:53.545000,RIC,3,0 days 00:01:29.654000,9.0,1.0,,,0 days 00:00:30.041000,0 days 00:00:23.943000,0 days 00:00:35.670000,0 days 00:19:53.923000,0 days 00:20:17.866000,0 days 00:20:53.536000,264.0,287.0,295.0,280.0,True,SUPERSOFT,11.0,False,Red Bull Racing,0 days 00:19:23.891000,2018-03-25 05:25:35.072,1,7.0,False,,False,True
0 days 00:22:24.810000,RIC,3,0 days 00:01:31.265000,10.0,1.0,,,0 days 00:00:31.355000,0 days 00:00:24.121000,0 days 00:00:35.789000,0 days 00:21:24.891000,0 days 00:21:49.012000,0 days 00:22:24.801000,268.0,292.0,295.0,292.0,False,SUPERSOFT,12.0,False,Red Bull Racing,0 days 00:20:53.545000,2018-03-25 05:27:04.726,12,6.0,False,,False,True
0 days 00:23:54.415000,RIC,3,0 days 00:01:29.605000,11.0,1.0,,,0 days 00:00:29.934000,0 days 00:00:24.068000,0 days 00:00:35.603000,0 days 00:22:54.735000,0 days 00:23:18.803000,0 days 00:23:54.406000,269.0,286.0,291.0,288.0,True,SUPERSOFT,13.0,False,Red Bull Racing,0 days 00:22:24.810000,2018-03-25 05:28:35.991,1,6.0,False,,False,True
0 days 00:25:24.328000,RIC,3,0 days 00:01:29.913000,12.0,1.0,,,0 days 00:00:29.973000,0 days 00:00:24.068000,0 days 00:00:35.872000,0 days 00:24:24.379000,0 days 00:24:48.447000,0 days 00:25:24.319000,267.0,288.0,293.0,287.0,False,SUPERSOFT,14.0,False,Red Bull Racing,0 days 00:23:54.415000,2018-03-25 05:30:05.596,1,6.0,False,,False,True
0 days 00:26:54.012000,RIC,3,0 days 00:01:29.684000,13.0,1.0,,,0 days 00:00:30.087000,0 days 00:00:23.938000,0 days 00:00:35.659000,0 days 00:25:54.406000,0 days 00:26:18.344000,0 days 00:26:54.003000,,287.0,293.0,290.0,False,SUPERSOFT,15.0,False,Red Bull Racing,0 days 00:25:24.328000,2018-03-25 05:31:35.509,1,6.0,False,,False,True
0 days 00:28:23.881000,RIC,3,0 days 00:01:29.869000,14.0,1.0,,,0 days 00:00:30.178000,0 days 00:00:24.011000,0 days 00:00:35.680000,0 days 00:27:24.181000,0 days 00:27:48.192000,0 days 00:28:23.872000,265.0,289.0,294.0,282.0,False,SUPERSOFT,16.0,False,Red Bull Racing,0 days 00:26:54.012000,2018-03-25 05:33:05.193,1,6.0,False,,False,True
0 days 00:29:54.191000,RIC,3,0 days 00:01:30.310000,15.0,1.0,,,0 days 00:00:30.268000,0 days 00:00:24.069000,0 days 00:00:35.973000,0 days 00:28:54.140000,0 days 00:29:18.209000,0 days 00:29:54.182000,264.0,289.0,294.0,286.0,False,SUPERSOFT,17.0,False,Red Bull Racing,0 days 00:28:23.881000,2018-03-25 05:34:35.062,1,6.0,False,,False,True
0 days 00:31:23.984000,RIC,3,0 days 00:01:29.793000,16.0,1.0,,,0 days 00:00:30.041000,0 days 00:00:23.863000,0 days 00:00:35.889000,0 days 00:30:24.223000,0 days 00:30:48.086000,0 days 00:31:23.975000,266.0,290.0,295.0,,False,SUPERSOFT,18.0,False,Red Bull Racing,0 days 00:29:54.191000,2018-03-25 05:36:05.372,1,6.0,False,,False,True
0 days 00:32:54.174000,RIC,3,0 days 00:01:30.190000,17.0,1.0,,,0 days 00:00:30.265000,0 days 00:00:23.943000,0 days 00:00:35.982000,0 days 00:31:54.240000,0 days 00:32:18.183000,0 days 00:32:54.165000,269.0,290.0,292.0,282.0,False,SUPERSOFT,19.0,False,Red Bull Racing,0 days 00:31:23.984000,2018-03-25 05:37:35.165,1,6.0,False,,False,True
0 days 00:34:24.172000,RIC,3,0 days 00:01:29.998000,18.0,1.0,,,0 days 00:00:30.011000,0 days 00:00:24.023000,0 days 00:00:35.964000,0 days 00:33:24.176000,0 days 00:33:48.199000,0 days 00:34:24.163000,270.0,292.0,295.0,288.0,False,SUPERSOFT,20.0,False,Red Bull Racing,0 days 00:32:54.174000,2018-03-25 05:39:05.355,1,6.0,False,,False,True
0 days 00:35:54.394000,RIC,3,0 days 00:01:30.222000,19.0,1.0,,,0 days 00:00:30.259000,0 days 00:00:23.980000,0 days 00:00:35.983000,0 days 00:34:54.422000,0 days 00:35:18.402000,0 days 00:35:54.385000,268.0,292.0,298.0,279.0,False,SUPERSOFT,21.0,False,Red Bull Racing,0 days 00:34:24.172000,2018-03-25 05:40:35.353,1,6.0,False,,False,True
0 days 00:37:24.425000,RIC,3,0 days 00:01:30.031000,20.0,1.0,,,0 days 00:00:30.322000,0 days 00:00:23.947000,0 days 00:00:35.762000,0 days 00:36:24.707000,0 days 00:36:48.654000,0 days 00:37:24.416000,267.0,293.0,296.0,287.0,False,SUPERSOFT,22.0,False,Red Bull Racing,0 days 00:35:54.394000,2018-03-25 05:42:05.575,1,6.0,False,,False,True
0 days 00:38:54.033000,RIC,3,0 days 00:01:29.608000,21.0,1.0,,,0 days 00:00:30.041000,0 days 00:00:23.768000,0 days 00:00:35.799000,0 days 00:37:54.457000,0 days 00:38:18.225000,0 days 00:38:54.024000,264.0,292.0,296.0,282.0,False,SUPERSOFT,23.0,False,Red Bull Racing,0 days 00:37:24.425000,2018-03-25 05:43:35.606,1,6.0,False,,False,True
0 days 00:40:23.686000,RIC,3,0 days 00:01:29.653000,22.0,1.0,,,0 days 00:00:30.092000,0 days 00:00:23.949000,0 days 00:00:35.612000,0 days 00:39:24.116000,0 days 00:39:48.065000,0 days 00:40:23.677000,267.0,290.0,296.0,286.0,False,SUPERSOFT,24.0,False,Red Bull Racing,0 days 00:38:54.033000,2018-03-25 05:45:05.214,1,5.0,False,,False,True
0 days 00:41:53.014000,RIC,3,0 days 00:01:29.328000,23.0,1.0,,,0 days 00:00:29.917000,0 days 00:00:23.923000,0 days 00:00:35.488000,0 days 00:40:53.594000,0 days 00:41:17.517000,0 days 00:41:53.005000,271.0,290.0,283.0,288.0,True,SUPERSOFT,25.0,False,Red Bull Racing,0 days 00:40:23.686000,2018-03-25 05:46:34.867,12,5.0,False,,False,True
0 days 00:43:22.315000,RIC,3,0 days 00:01:29.301000,24.0,1.0,,,0 days 00:00:30.015000,0 days 00:00:23.686000,0 days 00:00:35.600000,0 days 00:42:23.020000,0 days 00:42:46.706000,0 days 00:43:22.306000,269.0,294.0,289.0,282.0,True,SUPERSOFT,26.0,False,Red Bull Racing,0 days 00:41:53.014000,2018-03-25 05:48:04.195,21,4.0,False,,False,True
0 days 00:44:50.442000,RIC,3,0 days 00:01:28.127000,25.0,1.0,,,0 days 00:00:29.338000,0 days 00:00:23.642000,0 days 00:00:35.147000,0 days 00:43:51.644000,0 days 00:44:15.286000,0 days 00:44:50.433000,267.0,287.0,281.0,292.0,True,SUPERSOFT,27.0,False,Red Bull Racing,0 days 00:43:22.315000,2018-03-25 05:49:33.496,12,4.0,False,,False,True
0 days 00:47:07.615000,RIC,3,0 days 00:02:17.173000,26.0,1.0,,0 days 00:46:48.949000,0 days 00:00:43.039000,0 days 00:00:30.926000,0 days 00:01:03.208000,0 days 00:45:33.472000,0 days 00:46:04.398000,0 days 00:47:07.606000,242.0,209.0,,268.0,False,SUPERSOFT,28.0,False,Red Bull Racing,0 days 00:44:50.442000,2018-03-25 05:51:01.623,26,4.0,False,,False,False
0 days 00:49:17.175000,RIC,3,0 days 00:02:09.560000,27.0,2.0,0 days 00:47:10.403000,,0 days 00:00:46.099000,0 days 00:00:33.407000,0 days 00:00:50.054000,0 days 00:47:53.705000,0 days 00:48:27.112000,0 days 00:49:17.166000,199.0,151.0,166.0,207.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:47:07.615000,2018-03-25 05:53:18.796,64,4.0,False,,False,False
0 days 00:51:18.494000,RIC,3,0 days 00:02:01.319000,28.0,2.0,,,0 days 00:00:42.784000,0 days 00:00:30.625000,0 days 00:00:47.910000,0 days 00:49:59.950000,0 days 00:50:30.575000,0 days 00:51:18.485000,258.0,267.0,255.0,231.0,False,SOFT,2.0,True,Red Bull Racing,0 days 00:49:17.175000,2018-03-25 05:55:28.356,4,4.0,False,,False,False
0 days 00:53:15.126000,RIC,3,0 days 00:01:56.632000,29.0,2.0,,,0 days 00:00:40.050000,0 days 00:00:33.423000,0 days 00:00:43.159000,0 days 00:51:58.535000,0 days 00:52:31.958000,0 days 00:53:15.117000,160.0,180.0,217.0,214.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:51:18.494000,2018-03-25 05:57:29.675,4,4.0,False,,False,False
0 days 00:55:14.701000,RIC,3,0 days 00:01:59.575000,30.0,2.0,,,0 days 00:00:33.818000,0 days 00:00:30.738000,0 days 00:00:55.019000,0 days 00:53:48.935000,0 days 00:54:19.673000,0 days 00:55:14.692000,268.0,226.0,236.0,265.0,False,SOFT,4.0,True,Red Bull Racing,0 days 00:53:15.126000,2018-03-25 05:59:26.307,4,4.0,False,,False,False
0 days 00:57:31.596000,RIC,3,0 days 00:02:16.895000,31.0,2.0,,,0 days 00:00:46.264000,0 days 00:00:35.328000,0 days 00:00:55.303000,0 days 00:56:00.956000,0 days 00:56:36.284000,0 days 00:57:31.587000,118.0,165.0,287.0,120.0,False,SOFT,5.0,True,Red Bull Racing,0 days 00:55:14.701000,2018-03-25 06:01:25.882,41,4.0,False,,False,False
0 days 00:59:00.505000,RIC,3,0 days 00:01:28.909000,32.0,2.0,,,0 days 00:00:30.105000,0 days 00:00:23.683000,0 days 00:00:35.121000,0 days 00:58:01.692000,0 days 00:58:25.375000,0 days 00:59:00.496000,271.0,295.0,285.0,297.0,False,SOFT,6.0,True,Red Bull Racing,0 days 00:57:31.596000,2018-03-25 06:03:42.777,1,4.0,False,,False,True
0 days 01:00:28.489000,RIC,3,0 days 00:01:27.984000,33.0,2.0,,,0 days 00:00:29.511000,0 days 00:00:23.520000,0 days 00:00:34.953000,0 days 00:59:30.007000,0 days 00:59:53.527000,0 days 01:00:28.480000,273.0,291.0,286.0,287.0,True,SOFT,7.0,True,Red Bull Racing,0 days 00:59:00.505000,2018-03-25 06:05:11.686,1,4.0,False,,False,True
0 days 01:01:56.348000,RIC,3,0 days 00:01:27.859000,34.0,2.0,,,0 days 00:00:29.511000,0 days 00:00:23.457000,0 days 00:00:34.891000,,0 days 01:01:21.448000,0 days 01:01:56.339000,,291.0,297.0,288.0,True,SOFT,8.0,True,Red Bull Racing,0 days 01:00:28.489000,2018-03-25 06:06:39.670,1,4.0,False,,False,True
0 days 01:03:24.255000,RIC,3,0 days 00:01:27.907000,35.0,2.0,,,0 days 00:00:29.651000,0 days 00:00:23.430000,0 days 00:00:34.826000,0 days 01:02:25.990000,0 days 01:02:49.420000,0 days 01:03:24.246000,270.0,291.0,295.0,305.0,False,SOFT,9.0,True,Red Bull Racing,0 days 01:01:56.348000,2018-03-25 06:08:07.529,1,4.0,False,,False,True
0 days 01:04:51.667000,RIC,3,0 days 00:01:27.412000,36.0,2.0,,,0 days 00:00:29.172000,0 days 00:00:23.431000,0 days 00:00:34.809000,0 days 01:03:53.418000,0 days 01:04:16.849000,0 days 01:04:51.658000,277.0,295.0,294.0,302.0,True,SOFT,10.0,True,Red Bull Racing,0 days 01:03:24.255000,2018-03-25 06:09:35.436,1,4.0,False,,False,True
0 days 01:06:19.111000,RIC,3,0 days 00:01:27.444000,37.0,2.0,,,0 days 00:00:29.304000,0 days 00:00:23.395000,0 days 00:00:34.745000,0 days 01:05:20.962000,0 days 01:05:44.357000,0 days 01:06:19.102000,275.0,295.0,295.0,,False,SOFT,11.0,True,Red Bull Racing,0 days 01:04:51.667000,2018-03-25 06:11:02.848,1,4.0,False,,False,True
0 days 01:07:46.979000,RIC,3,0 days 00:01:27.868000,38.0,2.0,,,0 days 00:00:29.571000,0 days 00:00:23.418000,0 days 00:00:34.879000,0 days 01:06:48.673000,0 days 01:07:12.091000,0 days 01:07:46.970000,276.0,293.0,291.0,301.0,False,SOFT,12.0,True,Red Bull Racing,0 days 01:06:19.111000,2018-03-25 06:12:30.292,1,4.0,False,,False,True
0 days 01:09:14.513000,RIC,3,0 days 00:01:27.534000,39.0,2.0,,,0 days 00:00:29.327000,0 days 00:00:23.468000,0 days 00:00:34.739000,0 days 01:08:16.297000,0 days 01:08:39.765000,0 days 01:09:14.504000,,293.0,293.0,294.0,False,SOFT,13.0,True,Red Bull Racing,0 days 01:07:46.979000,2018-03-25 06:13:58.160,1,4.0,False,,False,True
0 days 01:10:41.717000,RIC,3,0 days 00:01:27.204000,40.0,2.0,,,0 days 00:00:29.130000,0 days 00:00:23.397000,0 days 00:00:34.677000,0 days 01:09:43.634000,0 days 01:10:07.031000,0 days 01:10:41.708000,273.0,290.0,285.0,301.0,True,SOFT,14.0,True,Red Bull Racing,0 days 01:09:14.513000,2018-03-25 06:15:25.694,1,4.0,False,,False,True
0 days 01:12:08.827000,RIC,3,0 days 00:01:27.110000,41.0,2.0,,,0 days 00:00:29.135000,0 days 00:00:23.399000,0 days 00:00:34.576000,0 days 01:11:10.843000,0 days 01:11:34.242000,0 days 01:12:08.818000,277.0,290.0,287.0,288.0,True,SOFT,15.0,True,Red Bull Racing,0 days 01:10:41.717000,2018-03-25 06:16:52.898,1,4.0,False,,False,True
0 days 01:13:35.699000,RIC,3,0 days 00:01:26.872000,42.0,2.0,,,0 days 00:00:29.122000,0 days 00:00:23.275000,0 days 00:00:34.475000,0 days 01:12:37.940000,0 days 01:13:01.215000,0 days 01:13:35.690000,,294.0,296.0,290.0,True,SOFT,16.0,True,Red Bull Racing,0 days 01:12:08.827000,2018-03-25 06:18:20.008,1,4.0,False,,False,True
0 days 01:15:03.177000,RIC,3,0 days 00:01:27.478000,43.0,2.0,,,0 days 00:00:29.155000,0 days 00:00:23.625000,0 days 00:00:34.698000,0 days 01:14:04.845000,0 days 01:14:28.470000,0 days 01:15:03.168000,276.0,294.0,287.0,300.0,False,SOFT,17.0,True,Red Bull Racing,0 days 01:13:35.699000,2018-03-25 06:19:46.880,1,4.0,False,,False,True
0 days 01:16:30.362000,RIC,3,0 days 00:01:27.185000,44.0,2.0,,,0 days 00:00:29.296000,0 days 00:00:23.312000,0 days 00:00:34.577000,0 days 01:15:32.464000,0 days 01:15:55.776000,0 days 01:16:30.353000,,293.0,286.0,287.0,False,SOFT,18.0,True,Red Bull Racing,0 days 01:15:03.177000,2018-03-25 06:21:14.358,1,4.0,False,,False,True
0 days 01:17:57.528000,RIC,3,0 days 00:01:27.166000,45.0,2.0,,,0 days 00:00:29.159000,0 days 00:00:23.247000,0 days 00:00:34.760000,0 days 01:16:59.512000,0 days 01:17:22.759000,0 days 01:17:57.519000,275.0,293.0,287.0,,False,SOFT,19.0,True,Red Bull Racing,0 days 01:16:30.362000,2018-03-25 06:22:41.543,1,4.0,False,,False,True
0 days 01:19:24.844000,RIC,3,0 days 00:01:27.316000,46.0,2.0,,,0 days 00:00:29.197000,0 days 00:00:23.393000,0 days 00:00:34.726000,0 days 01:18:26.716000,0 days 01:18:50.109000,0 days 01:19:24.835000,276.0,294.0,286.0,286.0,False,SOFT,20.0,True,Red Bull Racing,0 days 01:17:57.528000,2018-03-25 06:24:08.709,1,4.0,False,,False,True
0 days 01:20:52.236000,RIC,3,0 days 00:01:27.392000,47.0,2.0,,,0 days 00:00:29.094000,0 days 00:00:23.470000,0 days 00:00:34.828000,0 days 01:19:53.929000,0 days 01:20:17.399000,0 days 01:20:52.227000,277.0,295.0,288.0,288.0,False,SOFT,21.0,True,Red Bull Racing,0 days 01:19:24.844000,2018-03-25 06:25:36.025,1,4.0,False,,False,True
